,177,178,179,180,181,182,183,184,185,186
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0
7,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0
9,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0
10,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
11,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0
12,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
13,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0
15,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
16,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0
17,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
18,2.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0
19,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0
20,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0
21,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
22,2.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,4.0
23,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
24,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0
25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
29,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
30,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
31,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
32,2.0,0.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,3.0
33,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0
34,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0
35,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0
36,0.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0
37,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0
38,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
39,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,3.0
40,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0
41,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0
42,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0
43,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,7.0
44,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0
45,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0
46,1.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0
47,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0,2.0
48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
49,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
50,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0
55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
56,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
